pmcid,model,system,ppa,mfr,coverage,n_ann,ann_kept,n_math,math_kept,ppa_ordered,mfr_ordered,judge,n_units,fresh_tok,completion_tok,cost_cny,wellformed
1711.08195,kimi-k2.5,contract,95.3,100.0,100.0,854,814,108,108,100.0,100.0,,93,7992,5314,0.017,True
1711.08195,minimax-m2.5,contract,95.3,100.0,100.0,854,814,108,108,100.0,99.9,,93,9897,15929,0.0398,True
1711.09072,qwen3.7-plus-nothink,contract,97.4,100.0,100.0,1054,1027,431,431,99.7,99.9,,77,19509,12593,0.1341,True
1711.09072,qwen3-max-2026-01-23,contract,97.8,100.0,100.0,1054,1031,431,431,100.0,99.9,,77,19424,12496,0.1666,True
1711.09072,glm-4.7,contract,97.8,100.0,100.0,1054,1031,431,431,100.0,99.8,,77,19055,12067,0.0394,True
1711.09072,kimi-k2.5,contract,98.1,100.0,100.0,1054,1034,431,431,100.0,100.0,,77,16540,15715,0.0447,True
1711.09072,minimax-m2.5,contract,98.5,99.5,100.0,1054,1038,431,429,99.8,99.4,,77,18973,20967,0.0571,True
1711.11294,qwen3.7-plus-nothink,contract,96.5,100.0,100.0,1139,1099,228,228,100.0,99.9,,103,14037,8830,0.0951,True
1711.11294,qwen3-max-2026-01-23,contract,96.5,100.0,100.0,1139,1099,228,228,100.0,99.9,,103,13882,8170,0.1117,True
1711.11294,glm-4.7,contract,96.4,99.6,100.0,1139,1098,228,227,100.0,99.9,,103,13643,8291,0.0275,True
1711.11294,kimi-k2.5,contract,96.5,99.1,100.0,1139,1099,228,226,100.0,99.9,,103,10306,7218,0.0227,True
1711.11294,minimax-m2.5,contract,97.3,100.0,100.0,1139,1108,228,228,100.0,99.9,,103,13537,12994,0.0368,True
1712.08160,qwen3.7-plus-nothink,contract,94.9,100.0,100.0,550,522,144,144,100.0,100.0,,146,13299,9370,0.0961,True
1712.08160,qwen3-max-2026-01-23,contract,94.5,98.6,100.0,550,520,144,142,100.0,99.9,,146,13176,8306,0.1114,True
1712.08160,glm-4.7,contract,94.9,100.0,100.0,550,522,144,144,100.0,100.0,,146,12921,8787,0.0279,True
1712.08160,kimi-k2.5,contract,94.7,99.3,100.0,550,521,144,143,100.0,100.0,,146,10288,12571,0.0334,True
1712.08160,minimax-m2.5,contract,94.9,100.0,100.0,550,522,144,144,100.0,100.0,,146,12805,13872,0.038,True
1801.02460,qwen3.7-plus-nothink,contract,98.8,100.0,100.0,1600,1581,245,245,100.0,99.9,,93,13950,9803,0.1007,True
1801.02460,qwen3-max-2026-01-23,contract,98.7,100.0,100.0,1600,1579,245,245,99.8,99.9,,93,13859,9465,0.1241,True
1801.02460,glm-4.7,contract,98.8,100.0,100.0,1600,1581,245,245,100.0,99.9,,93,13582,9302,0.0295,True
1801.02460,kimi-k2.5,contract,98.8,100.0,100.0,1600,1581,245,245,100.0,99.9,,93,11770,8303,0.026,True
1801.02460,minimax-m2.5,contract,98.6,100.0,100.0,1600,1578,245,245,100.0,99.9,,93,13357,12961,0.0366,True
1801.03707,qwen3.7-plus-nothink,contract,99.2,100.0,100.0,483,479,177,177,100.0,99.9,,106,19395,11821,0.1291,True
1801.03707,qwen3-max-2026-01-23,contract,99.2,100.0,100.0,483,479,177,177,100.0,100.0,,106,19124,11272,0.1541,True
1801.03707,glm-4.7,contract,99.2,100.0,100.0,483,479,177,177,100.0,99.9,,106,18771,10889,0.0368,True
1801.03707,kimi-k2.5,contract,99.2,100.0,100.0,483,479,177,177,100.0,100.0,,106,16177,17649,0.0482,True
1801.03707,minimax-m2.5,contract,98.8,100.0,100.0,483,477,177,177,100.0,100.0,,106,18230,17845,0.0503,True
1802.00864,qwen3.7-plus-nothink,contract,95.5,100.0,100.0,619,591,139,139,100.0,99.9,,212,20412,11748,0.1317,True
1802.00864,qwen3-max-2026-01-23,contract,95.5,100.0,100.0,619,591,139,139,100.0,99.9,,212,20202,10670,0.1509,True
1802.00864,glm-4.7,contract,95.5,100.0,100.0,619,591,139,139,100.0,99.9,,212,19421,10601,0.0367,True
1802.00864,kimi-k2.5,contract,95.5,100.0,100.0,619,591,139,139,100.0,99.9,,212,15403,9270,0.0309,True
1802.00864,minimax-m2.5,contract,88.9,99.3,100.0,619,550,139,138,99.0,99.6,,212,18990,19158,0.0535,True
1802.09265,qwen3.7-plus-nothink,contract,99.6,100.0,100.0,898,894,129,129,100.0,100.0,,30,7694,5511,0.0561,True
1802.09265,qwen3-max-2026-01-23,contract,99.6,100.0,100.0,898,894,129,129,100.0,100.0,,30,7676,5555,0.0718,True
1802.09265,glm-4.7,contract,98.7,100.0,100.0,898,886,129,129,99.5,100.0,,30,7540,5335,0.0167,True
1802.09265,kimi-k2.5,contract,99.6,100.0,100.0,898,894,129,129,100.0,100.0,,30,7276,8111,0.022,True
1802.09265,minimax-m2.5,contract,99.9,100.0,100.0,898,897,129,129,100.0,100.0,,30,7014,9551,0.0247,True
1803.00135,qwen3.7-plus-nothink,contract,99.3,99.7,100.0,869,863,286,285,100.0,99.9,,58,15263,10620,0.1095,True
1803.00135,qwen3-max-2026-01-23,contract,99.3,99.7,100.0,869,863,286,285,100.0,99.9,,58,15134,10452,0.1367,True
1803.00135,glm-4.7,contract,99.4,100.0,100.0,869,864,286,286,100.0,99.9,,58,14797,10176,0.0322,True
1803.00135,kimi-k2.5,contract,99.4,100.0,100.0,869,864,286,286,99.9,99.9,,58,13498,13256,0.0373,True
1803.00135,minimax-m2.5,contract,99.3,99.7,100.0,869,863,286,285,99.7,99.2,,58,14601,14747,0.0412,True
1803.00885,qwen3.7-plus-nothink,contract,97.3,100.0,100.0,1283,1248,180,180,100.0,99.9,,133,13185,10032,0.0997,True
1803.00885,qwen3-max-2026-01-23,contract,97.3,100.0,100.0,1283,1248,180,180,100.0,100.0,,133,13132,9047,0.1184,True
1803.00885,glm-4.7,contract,97.3,100.0,100.0,1283,1248,180,180,100.0,99.9,,133,12794,9168,0.0286,True
1803.00885,kimi-k2.5,contract,97.8,100.0,100.0,1283,1255,180,180,100.0,100.0,,133,10911,11336,0.0314,True
1803.00885,minimax-m2.5,contract,97.7,100.0,100.0,1283,1253,180,180,100.0,100.0,,133,12430,10706,0.0314,True
1803.04179,qwen3.7-plus-nothink,contract,98.3,100.0,100.0,1058,1040,337,337,100.0,100.0,,87,21985,13391,0.1463,True
1803.04179,qwen3-max-2026-01-23,contract,97.9,99.4,100.0,1058,1036,337,335,100.0,100.0,,87,21824,13134,0.1785,True
1803.04179,glm-4.7,contract,98.3,100.0,100.0,1058,1040,337,337,100.0,100.0,,87,21377,12676,0.0425,True
1803.04179,kimi-k2.5,contract,84.8,90.2,100.0,1058,897,337,304,83.0,82.8,,87,18280,14857,0.0443,True
1803.04179,minimax-m2.5,contract,95.4,97.9,100.0,1058,1009,337,330,99.2,99.5,,87,20922,18130,0.053,True
1803.04223,qwen3.7-plus-nothink,contract,97.2,100.0,100.0,1699,1652,283,283,99.6,99.9,,126,17439,11820,0.1232,True
1803.04223,qwen3-max-2026-01-23,contract,97.2,100.0,100.0,1699,1652,283,283,99.6,99.9,,126,17304,11039,0.1475,True
1803.04223,glm-4.7,contract,97.2,100.0,100.0,1699,1652,283,283,99.6,99.9,,126,16944,11209,0.036,True
1803.04223,kimi-k2.5,contract,97.7,100.0,100.0,1699,1660,283,283,99.5,99.9,,126,14019,8815,0.0288,True
1803.04223,minimax-m2.5,contract,97.2,100.0,100.0,1699,1652,283,283,99.6,99.9,,126,16714,19147,0.0517,True
1803.04397,qwen3.7-plus-nothink,contract,97.4,99.5,100.0,1975,1923,622,619,100.0,100.0,,171,27130,16982,0.1833,True
1803.04397,qwen3-max-2026-01-23,contract,97.3,99.2,100.0,1975,1921,622,617,99.9,99.6,,171,26885,15689,0.2151,True
1803.04397,glm-4.7,contract,97.4,99.8,100.0,1975,1923,622,621,100.0,100.0,,171,26154,15681,0.0523,True
1803.04397,kimi-k2.5,contract,98.1,100.0,100.0,1975,1937,622,622,100.0,100.0,,171,20998,20851,0.0585,True
1803.04397,minimax-m2.5,contract,97.1,99.7,100.0,1975,1918,622,620,99.7,99.8,,171,25941,31668,0.0841,True
1803.10122,qwen3.7-plus-nothink,contract,96.2,100.0,100.0,1767,1700,188,188,99.9,99.9,,185,22145,14532,0.1536,True
1803.10122,qwen3-max-2026-01-23,contract,96.2,100.0,100.0,1767,1700,188,188,99.9,99.9,,185,21996,13537,0.1827,True
1803.10122,glm-4.7,contract,96.2,100.0,100.0,1767,1700,188,188,99.9,99.9,,185,21424,13642,0.0444,True
1803.10122,kimi-k2.5,contract,96.2,100.0,100.0,1767,1700,188,188,99.9,99.9,,185,17001,11923,0.0374,True
1803.10122,minimax-m2.5,contract,96.2,100.0,100.0,1767,1700,188,188,99.9,99.9,,185,21273,22696,0.0624,True
1804.00055,qwen3.7-plus-nothink,contract,98.2,97.5,100.0,3107,3051,1144,1115,99.8,99.5,,191,29937,21034,0.216,True
1804.00055,qwen3-max-2026-01-23,contract,98.1,97.3,100.0,3107,3047,1144,1113,99.7,99.4,,191,29782,20201,0.2654,True
1804.00055,glm-4.7,contract,98.2,97.6,100.0,3107,3052,1144,1117,99.7,99.4,,191,28958,19374,0.0619,True
1804.00055,kimi-k2.5,contract,97.0,94.4,100.0,3107,3013,1144,1080,98.9,97.5,,191,24278,16731,0.0529,True
1804.00055,minimax-m2.5,contract,98.5,97.8,100.0,3107,3059,1144,1119,99.8,99.6,,191,29448,40570,0.1047,True
1804.08545,qwen3.7-plus-nothink,contract,94.6,100.0,100.0,500,473,155,155,99.9,100.0,,61,12130,7971,0.0842,True
1804.08545,qwen3-max-2026-01-23,contract,94.4,100.0,100.0,500,472,155,155,99.9,100.0,,61,12079,7561,0.1016,True
1804.08545,glm-4.7,contract,94.6,100.0,100.0,500,473,155,155,99.9,100.0,,61,11837,7733,0.0249,True
1804.08545,kimi-k2.5,contract,94.6,100.0,100.0,500,473,155,155,99.9,100.0,,61,10316,11784,0.0318,True
1804.08545,minimax-m2.5,contract,94.6,100.0,100.0,500,473,155,155,99.9,100.0,,61,11567,10558,0.0304,True
1805.03886,qwen3.7-plus-nothink,contract,97.6,100.0,100.0,1245,1215,519,519,100.0,99.9,,63,23553,14193,0.1558,True
1805.03886,qwen3-max-2026-01-23,contract,97.3,99.4,100.0,1245,1212,519,516,99.6,98.8,,63,23423,14144,0.192,True
1805.03886,glm-4.7,contract,97.6,100.0,100.0,1245,1215,519,519,99.9,99.9,,63,22817,13832,0.0459,True
1805.03886,kimi-k2.5,contract,97.7,100.0,100.0,1245,1216,519,519,100.0,100.0,,63,18782,21137,0.0573,True
1805.03886,minimax-m2.5,contract,97.3,99.4,100.0,1245,1212,519,516,99.9,99.9,,63,22534,18466,0.055,True
1806.01506,qwen3.7-plus-nothink,contract,94.3,100.0,100.0,263,248,49,49,100.0,99.5,,43,5801,3885,0.0407,True
1806.01506,qwen3-max-2026-01-23,contract,94.3,100.0,100.0,263,248,49,49,100.0,99.5,,43,5732,3573,0.0481,True
1806.01506,glm-4.7,contract,94.3,100.0,100.0,263,248,49,49,100.0,99.5,,43,5632,3709,0.0119,True
1806.01506,kimi-k2.5,contract,94.3,100.0,100.0,263,248,49,49,100.0,99.5,,43,4774,3214,0.0102,True
1806.01506,minimax-m2.5,contract,94.3,100.0,100.0,263,248,49,49,100.0,99.5,,43,5565,8016,0.0205,True
1806.07161,qwen3.7-plus-nothink,contract,98.0,100.0,100.0,3084,3022,728,728,100.0,99.9,,272,27626,19105,0.1975,True
1806.07161,qwen3-max-2026-01-23,contract,97.8,99.5,100.0,3084,3017,728,724,99.9,99.7,,272,27389,16893,0.2279,True
1806.07161,glm-4.7,contract,98.1,100.0,100.0,3084,3024,728,728,100.0,99.7,,272,26717,17533,0.0564,True
1806.07161,kimi-k2.5,contract,98.0,100.0,100.0,3084,3022,728,728,100.0,100.0,,272,22533,22014,0.0621,True
1806.07161,minimax-m2.5,contract,97.7,99.2,100.0,3084,3013,728,722,99.8,99.1,,272,26779,30081,0.0816,True
1807.02776,qwen3.7-plus-nothink,contract,86.6,100.0,100.0,216,187,32,32,100.0,99.2,,57,8198,5411,0.0571,True
1807.02776,qwen3-max-2026-01-23,contract,86.6,100.0,100.0,216,187,32,32,100.0,99.2,,57,8130,5141,0.0689,True
1807.02776,glm-4.7,contract,86.6,100.0,100.0,216,187,32,32,100.0,98.4,,57,7886,5114,0.0165,True
1807.02776,kimi-k2.5,contract,88.0,100.0,100.0,216,190,32,32,100.0,100.0,,57,6873,6638,0.0188,True
1807.02776,minimax-m2.5,contract,86.6,100.0,100.0,216,187,32,32,100.0,99.2,,57,7743,11220,0.0286,True
1807.11094,qwen3.7-plus-nothink,contract,98.9,100.0,100.0,1264,1250,417,417,100.0,100.0,,171,18673,11875,0.1273,True
1807.11094,qwen3-max-2026-01-23,contract,98.9,100.0,100.0,1264,1250,417,417,100.0,100.0,,171,18519,10946,0.1495,True
1807.11094,glm-4.7,contract,98.9,100.0,100.0,1264,1250,417,417,100.0,100.0,,171,17992,10928,0.0362,True
1807.11094,kimi-k2.5,contract,94.9,100.0,100.0,1264,1200,417,417,99.9,100.0,,171,15548,15987,0.0444,True
1807.11094,minimax-m2.5,contract,95.7,100.0,100.0,1264,1210,417,417,100.0,100.0,,171,17712,17420,0.049,True
1808.03273,qwen3.7-plus-nothink,contract,91.3,100.0,100.0,275,251,25,25,100.0,100.0,,418,20493,10914,0.127,True
1808.03273,qwen3-max-2026-01-23,contract,91.3,100.0,100.0,275,251,25,25,100.0,100.0,,418,20138,9085,0.1355,True
1808.03273,glm-4.7,contract,91.3,100.0,100.0,275,251,25,25,100.0,100.0,,418,18498,8678,0.0322,True
1808.03273,kimi-k2.5,contract,82.5,92.0,100.0,275,227,25,23,100.0,100.0,,418,13066,8287,0.027,True
1808.03273,minimax-m2.5,contract,95.3,100.0,100.0,275,262,25,25,100.0,100.0,,418,18092,18571,0.0516,True
1808.04308,qwen3.7-plus-nothink,contract,97.4,100.0,100.0,802,781,228,228,100.0,99.9,,120,21638,14534,0.1521,True
1808.04308,qwen3-max-2026-01-23,contract,97.4,100.0,100.0,802,781,228,228,100.0,99.9,,120,21496,14283,0.1887,True
1808.04308,glm-4.7,contract,97.4,100.0,100.0,802,781,228,228,100.0,99.9,,120,20994,13891,0.0446,True
1808.04308,kimi-k2.5,contract,97.4,100.0,100.0,802,781,228,228,100.0,100.0,,120,18161,21874,0.0583,True
1808.04308,minimax-m2.5,contract,96.8,99.1,100.0,802,776,228,226,99.7,99.9,,120,20392,18367,0.053,True
1808.07940,qwen3.7-plus-nothink,contract,98.9,100.0,100.0,2071,2048,281,281,100.0,99.9,,137,18685,12705,0.1323,True
1808.07940,qwen3-max-2026-01-23,contract,98.8,99.6,100.0,2071,2047,281,280,100.0,99.9,,137,18582,12079,0.1606,True
1808.07940,glm-4.7,contract,98.8,100.0,100.0,2071,2046,281,281,100.0,99.9,,137,18138,12025,0.0386,True
1808.07940,kimi-k2.5,contract,94.9,90.0,100.0,2071,1966,281,253,97.7,88.2,,137,15151,13926,0.04,True
1808.07940,minimax-m2.5,contract,98.9,100.0,100.0,2071,2048,281,281,100.0,99.9,,137,17839,23989,0.0622,True
1809.01878,qwen3.7-plus-nothink,contract,99.9,100.0,100.0,2073,2070,56,56,100.0,100.0,,69,17390,10960,0.1179,True
1809.01878,qwen3-max-2026-01-23,contract,99.4,100.0,100.0,2073,2061,56,56,99.9,100.0,,69,17393,11214,0.1494,True
1809.01878,glm-4.7,contract,99.3,100.0,100.0,2073,2058,56,56,99.9,100.0,,69,16995,10568,0.0347,True
1809.01878,kimi-k2.5,contract,97.7,91.1,100.0,2073,2025,56,51,99.5,98.0,,69,14304,8545,0.0285,True
1809.01878,minimax-m2.5,contract,99.9,100.0,100.0,2073,2071,56,56,100.0,100.0,,69,16190,18032,0.049,True
1809.06229,qwen3.7-plus-nothink,contract,98.1,99.9,100.0,4708,4618,1874,1873,100.0,99.9,,252,56179,34938,0.3782,True
1809.06229,qwen3-max-2026-01-23,contract,98.0,99.7,100.0,4708,4614,1874,1869,99.8,99.4,,252,55863,33415,0.4549,True
1809.06229,glm-4.7,contract,98.4,100.0,100.0,4708,4632,1874,1874,99.9,99.9,,252,54699,34139,0.112,True
1809.06229,kimi-k2.5,contract,98.7,100.0,100.0,4708,4645,1874,1874,100.0,100.0,,252,43159,41822,0.1182,True
1809.06229,minimax-m2.5,contract,98.0,99.7,100.0,4708,4614,1874,1869,99.9,99.7,,252,54142,62242,0.1678,True
1810.01747,qwen3.7-plus-nothink,contract,96.8,100.0,100.0,1062,1028,437,437,99.9,100.0,,158,19810,12004,0.1315,True
1810.01747,qwen3-max-2026-01-23,contract,96.2,98.6,100.0,1062,1022,437,431,99.9,99.9,,158,19639,11412,0.1567,True
1810.01747,glm-4.7,contract,96.8,100.0,100.0,1062,1028,437,437,99.9,100.0,,158,19175,11275,0.0379,True
1810.01747,kimi-k2.5,contract,97.5,100.0,100.0,1062,1035,437,437,99.9,100.0,,158,16008,14209,0.0412,True
1810.01747,minimax-m2.5,contract,93.2,100.0,100.0,1062,990,437,437,99.3,100.0,,158,18966,22260,0.0597,True
1811.04812,qwen3.7-plus-nothink,contract,98.5,99.8,100.0,5246,5165,1275,1273,100.0,100.0,,293,31812,22008,0.2275,True
1811.04812,qwen3-max-2026-01-23,contract,98.6,100.0,100.0,5246,5172,1275,1275,100.0,100.0,,293,31571,19443,0.2624,True
1811.04812,glm-4.7,contract,98.6,100.0,100.0,5246,5172,1275,1275,100.0,100.0,,293,30948,19959,0.0647,True
1811.04812,kimi-k2.5,contract,93.3,93.2,100.0,5246,4895,1275,1188,94.9,94.2,,293,25748,20351,0.0613,True
1811.04812,minimax-m2.5,contract,98.3,99.6,100.0,5246,5155,1275,1270,99.9,99.6,,293,30179,33118,0.0904,True
1812.04045,qwen3.7-plus-nothink,contract,98.9,100.0,100.0,4459,4409,1833,1833,100.0,100.0,,211,52877,34287,0.3644,True
1812.04045,qwen3-max-2026-01-23,contract,98.7,99.7,100.0,4459,4403,1833,1827,99.9,99.8,,211,52524,33176,0.4445,True
1812.04045,glm-4.7,contract,98.9,99.9,100.0,4459,4410,1833,1832,100.0,100.0,,211,50279,31517,0.1033,True
1812.04045,kimi-k2.5,contract,99.0,99.9,100.0,4459,4416,1833,1831,100.0,99.9,,211,40541,29437,0.0913,True
1812.04045,minimax-m2.5,contract,93.3,92.6,100.0,4459,4160,1833,1698,95.3,90.4,,211,50221,54727,0.1496,True
1812.10405,qwen3.7-plus-nothink,contract,96.9,100.0,100.0,579,561,8,8,100.0,92.9,,121,15062,8699,0.0974,True
1812.10405,qwen3-max-2026-01-23,contract,96.9,100.0,100.0,579,561,8,8,100.0,92.9,,121,14918,8128,0.1138,True
1812.10405,glm-4.7,contract,96.9,100.0,100.0,579,561,8,8,100.0,92.9,,121,14590,8332,0.0283,True
1812.10405,kimi-k2.5,contract,99.7,100.0,100.0,579,577,8,8,100.0,100.0,,121,11280,10316,0.0297,True
1812.10405,minimax-m2.5,contract,96.9,100.0,100.0,579,561,8,8,100.0,92.9,,121,14372,12673,0.0368,True
1812.10968,qwen3.7-plus-nothink,contract,93.0,100.0,100.0,270,251,25,25,100.0,100.0,,81,9253,6381,0.066,True
1812.10968,qwen3-max-2026-01-23,contract,93.0,100.0,100.0,270,251,25,25,99.3,100.0,,81,9266,6267,0.0824,True
1812.10968,glm-4.7,contract,90.0,88.0,100.0,270,243,25,22,100.0,100.0,,81,9025,5991,0.0192,True
1812.10968,kimi-k2.5,contract,77.4,100.0,100.0,270,209,25,25,94.3,100.0,,81,7381,9074,0.0241,True
1812.10968,minimax-m2.5,contract,93.0,100.0,100.0,270,251,25,25,100.0,100.0,,81,8804,8990,0.025,True
1901.00802,qwen3.7-plus-nothink,contract,98.6,100.0,100.0,998,984,174,174,100.0,99.8,,73,13316,8201,0.0892,True
1901.00802,qwen3-max-2026-01-23,contract,98.6,100.0,100.0,998,984,174,174,100.0,99.8,,73,13288,8183,0.1104,True
1901.00802,glm-4.7,contract,98.6,100.0,100.0,998,984,174,174,100.0,99.8,,73,13039,7826,0.0261,True
1901.00802,kimi-k2.5,contract,98.7,100.0,100.0,998,985,174,174,100.0,99.8,,73,11243,10641,0.0303,True
1901.00802,minimax-m2.5,contract,96.0,99.4,100.0,998,958,174,173,98.6,99.8,,73,12539,13425,0.0369,True
1901.06081,qwen3.7-plus-nothink,contract,95.7,100.0,100.0,874,836,100,100,99.7,99.8,,108,14900,10343,0.1068,True
1901.06081,qwen3-max-2026-01-23,contract,95.9,100.0,100.0,874,838,100,100,100.0,99.8,,108,14811,9649,0.1282,True
1901.06081,glm-4.7,contract,96.1,100.0,100.0,874,840,100,100,100.0,99.8,,108,14472,9615,0.0308,True
1901.06081,kimi-k2.5,contract,96.9,100.0,100.0,874,847,100,100,100.0,100.0,,108,12359,9408,0.0287,True
1901.06081,minimax-m2.5,contract,90.5,92.0,100.0,874,791,100,92,98.9,99.8,,108,14147,14880,0.0411,True
1901.06790,qwen3.7-plus-nothink,contract,99.6,100.0,100.0,752,749,257,257,100.0,99.9,,29,6061,4771,0.0468,True
1901.06790,qwen3-max-2026-01-23,contract,99.6,100.0,100.0,752,749,257,257,100.0,100.0,,29,5999,4281,0.0555,True
1901.06790,glm-4.7,contract,99.6,100.0,100.0,752,749,257,257,100.0,100.0,,29,5920,3961,0.0127,True
1901.06790,kimi-k2.5,contract,99.6,100.0,100.0,752,749,257,257,100.0,100.0,,29,5627,5417,0.0153,True
1901.06790,minimax-m2.5,contract,99.6,100.0,100.0,752,749,257,257,100.0,99.9,,29,5812,8995,0.0226,True
1901.09145,qwen3.7-plus-nothink,contract,93.6,100.0,100.0,1086,1016,307,307,100.0,100.0,,152,14124,8963,0.0962,True
1901.09145,qwen3-max-2026-01-23,contract,93.6,100.0,100.0,1086,1016,307,307,100.0,100.0,,152,13994,7895,0.1094,True
1901.09145,glm-4.7,contract,93.6,100.0,100.0,1086,1016,307,307,100.0,100.0,,152,13668,8328,0.0276,True
1901.09145,kimi-k2.5,contract,93.6,100.0,100.0,1086,1017,307,307,100.0,100.0,,152,11097,11485,0.0318,True
1901.09145,minimax-m2.5,contract,93.6,100.0,100.0,1086,1016,307,307,100.0,100.0,,152,13499,12327,0.0355,True
1902.00481,qwen3.7-plus-nothink,contract,99.2,100.0,100.0,1450,1438,477,477,100.0,100.0,,89,20585,13298,0.1415,True
1902.00481,qwen3-max-2026-01-23,contract,98.9,99.2,100.0,1450,1434,477,473,99.7,98.8,,89,20506,13041,0.1744,True
1902.00481,glm-4.7,contract,99.0,99.4,100.0,1450,1435,477,474,100.0,99.9,,89,20011,12443,0.0409,True
1902.00481,kimi-k2.5,contract,98.2,100.0,100.0,1450,1424,477,477,100.0,100.0,,89,18000,14065,0.0425,True
1902.00481,minimax-m2.5,contract,99.1,99.8,100.0,1450,1437,477,476,99.7,98.9,,89,19639,18667,0.053,True
1902.06393,qwen3.7-plus-nothink,contract,99.0,100.0,100.0,3869,3830,849,849,100.0,99.9,,171,26251,17050,0.1811,True
1902.06393,qwen3-max-2026-01-23,contract,98.7,99.1,100.0,3869,3817,849,841,99.9,99.8,,171,26151,15958,0.216,True
1902.06393,glm-4.7,contract,99.0,100.0,100.0,3869,3830,849,849,100.0,99.9,,171,25381,15869,0.052,True
1902.06393,kimi-k2.5,contract,99.4,99.9,100.0,3869,3846,849,848,100.0,100.0,,171,21782,15487,0.0484,True
1902.06393,minimax-m2.5,contract,98.7,98.7,100.0,3869,3817,849,838,99.9,99.6,,171,25360,24903,0.0701,True
1903.11719,qwen3.7-plus-nothink,contract,96.1,100.0,100.0,1016,976,249,249,99.9,99.9,,68,13567,8405,0.0911,True
1903.11719,qwen3-max-2026-01-23,contract,96.3,99.6,100.0,1016,978,249,248,99.9,99.5,,68,13447,8137,0.1104,True
1903.11719,glm-4.7,contract,96.4,100.0,100.0,1016,979,249,249,100.0,99.9,,68,13189,7809,0.0262,True
1903.11719,kimi-k2.5,contract,84.8,88.8,100.0,1016,862,249,221,97.4,94.6,,68,10606,7291,0.0231,True
1903.11719,minimax-m2.5,contract,96.2,99.2,100.0,1016,977,249,247,99.7,98.6,,68,13054,12895,0.0362,True
1904.11985,qwen3.7-plus-nothink,contract,97.7,100.0,100.0,437,427,100,100,100.0,99.8,,49,10246,7126,0.0735,True
1904.11985,qwen3-max-2026-01-23,contract,97.7,100.0,100.0,437,427,100,100,100.0,99.8,,49,10174,6893,0.0906,True
1904.11985,glm-4.7,contract,97.7,100.0,100.0,437,427,100,100,100.0,99.8,,49,9921,6792,0.0215,True
1904.11985,kimi-k2.5,contract,98.6,100.0,100.0,437,431,100,100,100.0,99.9,,49,9014,6427,0.0201,True
1904.11985,minimax-m2.5,contract,97.3,98.0,100.0,437,425,100,98,99.6,97.6,,49,9861,19349,0.0466,True
1905.07593,qwen3.7-plus-nothink,contract,96.6,100.0,100.0,8610,8313,1750,1750,99.8,99.6,,954,163119,95737,1.0638,True
1905.07593,qwen3-max-2026-01-23,contract,96.4,99.7,100.0,8610,8297,1750,1745,99.6,99.0,,954,162062,93116,1.2829,True
1905.07593,glm-4.7,contract,95.7,98.6,100.0,8610,8239,1750,1725,99.4,98.5,,954,159368,91241,0.31,True
1905.07593,kimi-k2.5,contract,95.6,98.5,100.0,8610,8227,1750,1724,99.5,99.1,,954,124102,119002,0.3373,True
1905.07593,minimax-m2.5,contract,91.5,89.4,100.0,8610,7877,1750,1565,98.7,95.5,,954,155897,135158,0.395,True
1906.08667,qwen3.7-plus-nothink,contract,97.3,100.0,100.0,488,475,111,111,100.0,99.7,,108,14956,10196,0.106,True
1906.08667,qwen3-max-2026-01-23,contract,97.3,100.0,100.0,488,475,111,111,100.0,99.8,,108,14841,9898,0.1306,True
1906.08667,glm-4.7,contract,96.9,100.0,100.0,488,473,111,111,99.4,99.7,,108,14429,9672,0.0309,True
1906.08667,kimi-k2.5,contract,99.0,100.0,100.0,488,483,111,111,100.0,100.0,,108,12790,12255,0.0347,True
1906.08667,minimax-m2.5,contract,96.5,100.0,100.0,488,471,111,111,100.0,99.8,,108,14251,17369,0.0461,True
1906.12134,qwen3.7-plus-nothink,contract,96.4,100.0,100.0,1458,1406,324,324,99.9,99.9,,168,22033,14781,0.1548,True
1906.12134,qwen3-max-2026-01-23,contract,96.6,99.4,100.0,1458,1409,324,322,99.8,99.9,,168,21898,13551,0.1826,True
1906.12134,glm-4.7,contract,96.8,100.0,100.0,1458,1411,324,324,99.9,99.9,,168,21245,13622,0.0442,True
1906.12134,kimi-k2.5,contract,97.0,100.0,100.0,1458,1414,324,324,100.0,100.0,,168,17784,17517,0.0493,True
1906.12134,minimax-m2.5,contract,96.7,100.0,100.0,1458,1410,324,324,99.6,100.0,,168,21076,17170,0.0512,True
2003.06987,qwen3.7-plus-nothink,contract,83.8,100.0,100.0,880,737,82,82,100.0,99.9,,141,22031,14240,0.1515,True
2003.06987,qwen3-max-2026-01-23,contract,83.8,100.0,100.0,880,737,82,82,100.0,99.9,,141,21826,13406,0.1811,True
2003.06987,glm-4.7,contract,84.1,100.0,100.0,880,740,82,82,100.0,99.9,,141,21266,13368,0.0437,True
2003.06987,kimi-k2.5,contract,83.8,100.0,100.0,880,737,82,82,100.0,100.0,,141,17202,22299,0.0584,True
2003.06987,minimax-m2.5,contract,84.9,100.0,100.0,880,747,82,82,100.0,100.0,,141,20897,21666,0.06,True
2003.11021,qwen3.7-plus-nothink,contract,82.8,100.0,100.0,460,381,31,31,100.0,99.6,,97,19888,12193,0.1328,True
2003.11021,qwen3-max-2026-01-23,contract,82.8,100.0,100.0,460,381,31,31,100.0,99.6,,97,19734,11553,0.1583,True
